Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB
18,68,2,0,1,8,83,1,1,1,1,2,1,2,2,0,0,2,1,65,1,5,5,4
21,84,2,1,0,9,53,1,1,2,2,0,1,0,3,0,1,1,0,65,1,3,3,5
26,64,0,2,0,8,91,0,1,1,2,2,1,2,4,0,1,2,1,68,1,3,4,1
11,62,2,0,1,4,68,2,1,2,0,2,1,0,3,0,1,1,1,61,2,4,3,4
9,75,0,1,0,8,61,0,1,3,2,2,1,1,3,0,1,2,1,63,4,2,1,1
11,89,2,2,1,5,63,2,1,0,2,2,1,1,2,0,0,2,0,65,5,1,1,4
28,82,2,2,1,6,80,2,1,1,1,2,0,1,5,0,1,0,0,69,3,4,3,5
17,77,2,2,0,7,54,1,1,1,1,0,1,2,2,0,0,2,1,64,3,4,4,5
35,83,2,1,0,6,53,2,1,1,1,2,0,1,2,0,1,2,0,69,2,1,1,1
17,75,0,2,1,8,81,1,1,3,0,2,1,1,3,1,2,2,1,67,1,3,1,3
21,97,2,0,1,7,99,0,1,1,2,0,1,1,1,0,2,1,1,74,2,2,5,5
29,62,0,2,1,8,74,2,1,1,1,2,0,0,3,1,0,2,1,66,4,3,2,3
32,87,2,0,1,7,71,2,1,0,0,1,1,1,4,1,0,2,1,72,4,4,1,4
32,96,2,1,1,7,97,1,1,1,1,2,1,1,5,0,0,1,1,73,5,2,4,3
27,92,0,2,0,6,62,0,1,0,2,0,1,2,4,0,0,2,1,73,5,5,4,1
26,67,1,2,1,5,62,0,1,0,2,2,1,0,2,0,1,1,1,63,4,4,5,2
24,72,0,2,1,7,95,2,1,3,1,2,1,0,2,0,2,2,1,69,4,3,4,2
25,89,1,1,1,6,82,0,1,2,1,2,1,1,6,0,2,2,1,71,4,3,5,1
17,63,0,2,0,9,53,0,1,1,1,0,1,1,4,0,0,1,1,63,2,3,1,2
15,92,2,0,1,5,84,2,1,0,0,1,1,2,5,0,1,1,0,69,4,1,1,1
20,89,0,0,1,10,91,1,1,3,2,2,0,1,3,0,0,1,1,72,3,4,1,5
19,89,0,1,1,7,64,2,1,2,1,2,1,2,4,1,2,1,0,68,1,2,1,3
17,64,1,0,0,7,69,2,1,1,2,2,1,0,3,0,1,2,0,62,4,3,2,2
24,89,1,0,1,6,60,2,1,1,1,2,0,1,2,0,1,2,1,68,1,3,2,5
26,87,2,2,1,8,82,0,1,1,1,2,1,0,2,0,2,2,1,71,2,1,1,2
21,93,2,1,1,7,83,1,0,1,0,0,1,1,3,1,1,1,1,67,1,2,4,4
29,62,1,0,1,7,53,0,1,0,1,2,0,2,3,0,0,1,0,65,2,4,5,1
13,61,1,2,1,8,84,0,0,1,2,0,1,1,3,1,2,0,1,60,3,5,3,1
19,75,2,0,1,8,83,0,1,2,0,2,1,1,2,0,1,2,1,68,2,1,5,5
16,66,1,2,1,9,52,2,1,1,2,1,1,0,3,1,1,2,1,59,2,4,3,4
9,82,0,2,0,8,78,2,1,0,0,2,1,1,0,0,1,1,0,64,5,5,3,3
20,97,0,2,1,6,81,0,1,2,1,1,1,1,3,0,1,1,1,71,4,3,1,4
19,76,0,0,0,4,72,1,1,2,0,2,1,1,2,0,0,1,0,68,4,3,3,4
29,94,1,2,1,7,95,2,0,2,1,2,1,1,3,1,0,1,1,70,3,2,1,3
24,60,1,1,0,7,66,2,1,1,2,0,1,1,4,0,0,2,0,62,3,5,2,3
14,67,2,2,0,10,53,2,1,2,0,2,1,1,3,0,0,2,1,62,4,3,4,4
31,61,0,2,0,7,84,2,1,2,2,2,0,1,3,0,1,2,1,68,5,3,3,2
27,73,2,2,0,8,80,1,1,3,2,2,0,0,3,0,1,2,0,68,4,2,4,2
23,96,2,2,1,8,99,0,1,3,1,1,1,2,4,0,1,2,0,74,5,4,1,4
19,64,1,2,0,8,62,2,1,0,0,2,1,2,4,1,0,2,1,61,3,3,3,2
14,84,2,2,1,8,70,2,1,1,1,0,1,1,5,0,0,2,1,67,1,1,5,3
18,78,2,1,0,6,73,2,1,1,0,0,1,2,2,0,1,1,0,65,3,1,2,3
27,98,1,2,1,6,93,1,0,5,0,0,1,2,3,0,1,1,0,101,3,4,2,2
31,65,2,1,1,7,71,2,1,1,1,2,1,1,4,0,1,1,1,65,2,5,3,3
29,68,2,2,0,4,89,2,1,0,2,2,0,1,4,1,0,2,1,67,2,2,2,1
17,61,2,0,1,7,58,1,1,2,1,2,1,2,3,1,1,2,0,61,2,1,5,3
13,77,2,2,0,6,70,2,1,3,2,0,1,1,4,1,1,2,1,64,2,1,4,4
21,71,0,1,0,7,58,0,1,1,2,0,1,2,3,1,0,0,0,64,5,4,5,5
9,95,2,2,1,7,97,2,1,1,1,1,1,1,2,0,0,2,1,67,4,5,2,2
22,84,2,2,1,5,59,2,1,0,0,0,0,2,3,0,0,2,0,69,1,5,4,2
19,85,0,2,1,9,71,1,1,1,2,0,1,2,2,0,2,1,0,69,3,4,5,3
17,81,0,2,0,7,54,2,1,4,1,2,1,2,3,0,1,2,0,67,5,1,1,3
10,64,2,0,0,8,96,2,1,1,2,2,1,1,3,0,1,1,1,62,1,2,1,5
23,78,1,0,0,7,81,2,1,0,1,2,0,1,1,0,1,2,1,66,5,1,4,5
17,100,0,2,0,8,98,1,1,0,2,0,1,2,4,0,0,2,1,72,5,5,4,4
13,93,2,2,1,5,52,1,1,2,2,2,1,2,3,0,0,2,0,67,3,1,4,1
3,96,0,0,1,9,59,2,1,2,1,2,1,0,3,0,0,1,0,66,4,2,1,4
20,93,1,1,1,8,69,2,1,2,1,2,1,1,4,0,1,1,1,67,2,3,5,2
31,64,0,1,1,7,81,1,1,1,2,2,1,2,4,0,1,2,0,67,4,1,4,3
30,69,2,2,1,7,66,2,1,0,2,1,1,2,4,0,2,2,0,68,3,4,1,4
17,60,0,2,1,9,86,2,1,0,1,0,1,2,2,0,1,2,1,63,3,3,4,3
16,72,2,0,0,6,58,1,1,1,2,2,1,0,2,0,1,0,1,62,3,4,4,3
23,64,0,2,1,5,80,1,1,3,2,0,1,0,2,1,0,1,0,65,1,4,4,4
14,79,2,2,1,6,70,2,1,1,1,2,1,2,6,0,0,1,1,65,4,4,1,4
22,87,2,0,1,7,75,2,1,0,2,0,1,2,2,1,0,2,0,70,4,1,5,5
25,95,1,2,0,7,78,2,1,7,1,2,1,2,4,0,1,2,1,73,5,5,1,1
27,90,0,2,1,9,53,2,1,1,2,0,1,2,2,0,2,2,0,73,5,3,1,5
19,98,2,1,1,6,96,2,0,2,1,2,0,0,2,0,1,1,1,68,5,2,4,1
19,62,2,1,0,6,89,0,1,3,2,2,1,2,1,0,1,1,1,63,3,5,3,4
15,60,2,1,1,5,72,0,1,2,0,0,1,2,2,0,1,2,1,62,4,1,3,1
15,86,0,2,1,8,77,2,1,0,2,2,1,2,3,0,2,2,1,69,3,4,3,2
19,72,2,0,0,5,52,2,1,2,2,2,1,1,3,0,2,2,1,66,1,2,1,5
22,70,2,0,1,8,75,0,1,0,2,2,0,2,3,0,2,2,1,68,5,3,4,5
25,73,0,2,1,6,71,1,1,0,1,2,0,2,3,0,0,0,0,67,3,5,3,5
15,71,0,0,1,6,69,1,1,2,1,0,0,0,4,0,0,2,0,65,3,5,2,3
29,80,1,2,1,10,91,0,0,1,0,2,1,2,3,0,0,1,1,70,1,2,2,3
18,78,1,2,1,9,59,0,0,0,0,0,0,2,1,0,1,1,0,64,2,1,2,4
20,80,1,1,1,7,59,0,1,2,2,0,0,1,3,0,1,1,1,65,4,3,5,4
16,87,2,2,0,5,76,0,1,1,1,0,0,1,2,0,2,0,0,67,2,2,4,3
5,75,2,1,1,10,84,2,1,0,0,2,0,1,4,0,2,1,0,62,5,4,1,5
25,70,2,2,1,7,51,0,1,3,1,2,1,2,4,0,1,1,1,66,3,3,1,3
24,67,0,0,1,7,77,1,1,0,0,2,1,2,2,0,0,2,0,68,1,5,4,1
18,74,2,1,0,8,65,0,1,0,2,0,1,2,4,0,0,1,0,64,1,2,5,5
20,90,0,1,0,4,88,2,1,3,1,2,1,0,3,0,1,1,1,69,4,5,4,3
23,90,2,2,1,6,73,1,0,1,0,2,0,2,2,0,1,2,0,69,2,5,5,4
11,87,2,2,1,7,92,2,1,1,2,2,1,2,5,0,1,1,0,67,4,5,3,3
17,69,2,2,1,7,70,1,1,0,1,0,1,1,3,1,0,1,1,61,3,1,3,2
25,84,0,2,1,5,91,1,1,1,2,2,1,2,4,1,2,1,0,70,4,5,5,3
12,83,1,2,1,7,86,1,1,1,0,2,1,0,4,0,0,2,0,65,1,4,4,5
22,79,2,2,1,7,91,1,1,0,1,2,1,2,4,1,0,1,1,66,1,4,3,3
12,82,1,2,1,10,91,2,1,3,1,2,1,0,3,0,2,2,1,66,5,3,4,4
23,80,2,0,1,9,74,2,1,4,2,2,1,0,3,0,1,1,1,69,5,5,3,1
20,83,2,2,1,7,68,0,1,1,2,2,1,2,1,0,1,2,0,67,3,5,4,2
10,89,0,0,1,7,88,2,1,2,0,2,0,2,2,0,2,2,0,71,2,2,4,5
27,64,0,0,1,9,68,0,1,1,1,0,0,1,4,0,1,2,1,68,4,1,2,4
16,90,2,2,0,7,54,0,0,2,2,2,1,2,3,0,1,2,0,67,3,3,5,2
15,65,0,2,0,5,93,1,1,2,1,2,1,1,4,1,1,2,0,63,5,5,1,3
21,63,2,2,0,10,70,1,1,1,0,0,0,2,2,0,0,2,0,64,4,2,5,2
27,99,0,2,1,6,57,2,1,3,1,2,1,1,3,0,0,1,1,73,5,1,4,1
14,98,2,2,1,10,82,0,1,1,1,2,0,2,3,0,1,1,1,69,4,3,4,2
20,62,0,1,0,8,94,0,1,1,2,2,1,2,3,0,1,2,0,65,2,3,5,2
23,78,0,1,1,6,93,2,1,0,2,0,0,2,5,0,2,2,1,70,3,5,4,3
24,67,0,2,1,4,78,1,1,1,1,0,1,2,2,0,1,2,0,67,4,3,3,3
21,79,2,1,1,8,54,0,1,3,1,2,1,2,3,0,2,1,0,67,1,2,4,5
18,93,2,0,1,5,85,2,1,0,1,2,1,2,3,0,1,2,1,70,1,3,5,3
15,98,0,1,0,8,80,1,0,2,0,0,1,0,2,0,2,2,0,69,4,4,5,2
21,85,0,2,0,10,61,0,1,2,2,2,1,1,2,1,1,2,1,68,4,2,5,1
14,74,2,0,0,5,95,0,1,1,1,0,1,2,3,1,0,2,1,66,4,1,2,3
2,84,1,0,0,8,54,1,1,3,1,1,1,2,4,0,1,2,1,62,1,1,2,5
23,72,2,2,1,6,69,1,1,2,0,2,1,2,4,0,1,2,1,67,1,5,2,5
25,96,2,1,1,9,55,0,1,2,2,0,1,1,4,0,1,1,1,71,4,5,2,2
6,95,0,2,1,7,96,2,1,4,1,2,1,1,2,0,1,1,0,68,5,4,2,3
14,82,0,2,1,7,52,0,1,3,1,2,1,0,2,0,1,2,0,66,5,1,2,3
24,73,1,2,1,9,71,0,1,0,1,2,1,1,3,0,1,1,1,64,2,1,2,5
32,72,0,2,1,8,93,1,1,1,1,2,0,1,4,0,2,2,0,71,3,1,5,3
20,61,1,1,1,6,63,2,1,1,2,0,1,2,4,0,0,0,1,61,5,1,1,2
16,93,2,0,0,10,55,2,0,2,1,2,1,1,2,0,0,2,1,67,1,3,2,1
19,78,2,1,1,5,56,1,1,3,0,2,1,1,4,0,0,1,0,65,5,2,5,2
28,73,0,2,1,7,70,1,0,0,1,2,0,0,6,0,0,1,0,66,2,2,1,3
16,79,0,0,1,6,71,2,1,2,1,0,1,1,4,0,1,2,0,68,2,4,2,2
15,93,2,2,0,5,86,2,1,0,1,2,1,1,2,0,0,0,1,66,3,3,1,4
17,65,2,2,0,5,62,2,1,2,2,2,1,2,4,0,1,2,0,63,5,1,1,4
14,94,1,1,1,7,85,1,1,1,0,2,1,1,3,0,1,1,0,66,1,1,3,3
21,96,2,0,0,8,100,2,1,1,0,2,0,2,2,0,0,2,0,73,1,5,4,3
30,98,2,1,1,9,93,2,1,1,1,1,0,2,3,0,1,2,1,88,4,5,3,1
22,76,2,2,0,9,82,0,1,0,2,0,0,1,4,0,1,2,1,67,1,4,1,2
18,69,0,0,1,7,97,2,1,2,2,2,1,2,2,0,0,2,0,69,3,1,5,1
18,75,2,1,1,6,100,0,1,2,1,2,1,2,3,0,1,2,0,67,3,4,2,3
11,73,2,0,1,9,79,2,1,1,1,0,1,1,2,0,1,2,1,64,1,3,4,3
25,67,2,0,1,6,64,2,0,0,1,2,1,1,2,0,1,1,1,64,1,2,2,5
20,84,1,2,0,5,96,1,1,1,1,2,1,0,2,0,1,2,1,65,4,1,5,1
19,79,2,2,0,8,92,0,1,1,2,0,1,2,2,0,1,2,1,68,1,3,4,3
39,95,2,0,1,9,54,0,1,2,2,2,0,2,3,0,1,1,1,77,4,1,3,4
22,61,2,2,1,6,97,0,1,0,1,0,1,0,2,1,1,2,1,63,4,5,1,5
15,86,0,0,1,10,68,2,1,0,0,2,1,1,5,0,0,2,1,69,1,4,5,2
17,91,2,2,1,8,66,2,1,3,2,1,1,2,2,0,0,2,1,69,2,5,1,5
27,90,2,1,0,8,67,2,1,2,2,2,1,0,3,0,2,2,1,70,2,2,1,2
21,95,0,2,1,6,66,0,1,1,2,0,1,2,4,0,0,2,1,73,4,5,2,4
11,89,2,1,1,9,76,2,1,1,2,0,1,1,3,0,2,0,1,66,1,1,5,2
26,97,2,1,0,5,79,0,1,2,1,1,0,2,3,0,1,2,0,71,2,5,1,1
16,73,2,1,1,6,71,2,1,2,0,0,1,2,5,0,0,2,1,66,1,1,3,2
31,80,2,2,1,6,71,0,1,2,1,0,1,1,3,0,1,2,0,71,1,2,4,2
26,61,2,1,1,5,87,2,1,3,0,0,1,2,2,1,1,2,1,66,1,5,5,5
17,60,2,0,1,8,50,0,1,0,1,0,1,2,4,0,1,2,0,63,5,4,2,4
28,70,0,0,1,8,97,2,1,5,1,1,1,0,5,1,1,2,1,70,1,4,5,2
20,64,0,2,1,8,86,2,1,1,2,2,1,1,2,0,2,2,1,66,5,4,2,1
25,70,2,2,0,7,85,2,1,1,2,2,1,0,4,0,1,2,1,66,4,5,4,5
23,67,2,2,0,8,71,0,1,2,2,2,1,1,4,0,0,1,0,66,2,5,3,4
15,61,2,2,0,7,98,2,1,1,2,2,1,1,3,0,1,2,1,62,2,5,1,4
16,96,2,2,0,6,50,0,1,1,2,0,1,2,3,0,0,2,1,69,2,1,5,3
26,60,1,0,1,6,54,1,1,1,1,2,0,2,1,0,2,1,1,63,2,2,2,1
18,89,2,1,1,4,90,1,1,1,0,2,1,2,2,1,2,2,0,68,2,4,4,5
18,66,2,0,0,9,87,2,1,1,2,1,0,2,3,0,1,1,1,64,2,1,1,5
14,96,1,0,1,9,64,0,1,2,1,0,1,1,3,0,2,1,1,69,2,4,4,1
23,96,1,2,1,10,80,1,1,3,1,0,1,2,3,0,1,2,1,71,4,1,3,4
32,86,2,2,1,6,77,2,0,2,2,1,0,0,4,0,1,2,1,71,1,5,1,2
14,87,2,2,0,6,76,2,1,1,1,2,0,2,4,0,0,0,0,66,3,4,1,1
20,60,2,2,1,4,80,1,1,2,0,2,0,2,3,1,0,1,1,63,5,5,1,5
28,99,1,2,1,8,100,1,1,0,2,2,1,2,2,0,1,0,1,72,3,4,2,1
20,95,2,2,1,8,99,1,0,1,1,2,0,1,3,0,0,2,0,70,3,3,1,4
23,96,2,1,0,9,99,2,1,0,0,2,0,1,2,0,0,2,0,71,1,1,4,3
14,86,1,1,1,6,77,2,1,3,0,2,0,1,3,0,1,0,1,65,1,3,2,3
23,74,2,1,1,8,66,1,1,0,0,2,1,0,4,0,2,2,0,65,1,1,1,2
19,96,1,2,0,6,78,0,1,1,1,1,1,2,2,0,1,0,1,67,2,2,4,2
26,72,0,2,0,9,81,0,1,0,2,0,1,1,3,0,1,2,1,68,4,4,4,4
27,83,2,2,1,8,66,2,1,3,2,2,1,2,4,0,0,0,0,70,2,2,5,2
36,64,2,2,1,5,82,2,1,2,2,0,0,2,2,0,1,2,0,70,4,2,4,3
23,97,1,0,1,7,81,1,1,2,2,0,1,1,3,0,1,2,1,72,4,1,3,4
22,66,2,0,0,4,95,2,1,1,1,1,1,1,5,0,0,1,1,65,3,3,1,4
21,69,2,2,1,5,62,0,1,2,1,2,1,2,3,0,1,2,1,65,3,5,1,4
18,82,0,2,1,5,85,0,1,3,2,0,0,1,4,0,2,2,1,71,4,1,1,1
22,91,0,0,1,6,73,1,1,3,0,2,1,2,4,0,2,2,1,74,4,5,4,2
18,85,1,2,0,7,56,1,1,0,1,2,0,2,4,0,1,1,1,64,2,2,4,5
21,69,2,2,0,7,66,0,1,1,2,2,0,1,4,0,1,0,0,64,2,5,1,3
28,60,2,0,1,7,53,1,1,3,1,2,0,1,3,0,1,2,0,65,3,3,2,2
14,90,1,2,1,7,66,2,1,1,2,2,1,1,5,0,0,2,1,67,1,1,2,3
27,99,0,2,0,7,53,1,1,2,1,0,1,1,3,0,0,2,1,73,4,3,3,2
28,92,1,0,0,5,96,0,1,1,2,1,1,1,3,0,0,1,1,72,2,3,5,5
19,78,2,2,0,7,55,1,1,0,2,2,1,2,3,0,0,2,1,65,3,1,3,3
7,96,2,0,0,9,91,2,1,0,1,2,1,1,4,0,0,2,1,67,2,3,1,5
16,76,2,2,1,7,95,1,1,2,2,2,1,0,3,0,1,2,0,66,4,4,1,3
28,81,0,2,1,8,73,1,1,0,2,0,1,0,3,0,2,2,1,70,4,4,1,1
20,79,0,2,0,8,53,2,1,2,2,2,0,1,3,0,1,1,0,66,5,4,5,1
14,78,0,0,1,8,80,1,1,1,2,2,1,1,1,0,1,2,0,66,1,5,4,3
17,91,2,1,1,7,62,1,1,3,0,2,1,0,3,0,2,2,1,68,5,3,5,3
25,81,1,2,1,8,59,1,1,3,1,2,1,2,4,0,0,2,1,68,3,1,3,5
23,73,0,0,0,8,78,1,1,0,0,2,1,1,4,0,1,1,0,67,2,1,4,4
19,70,0,2,1,8,68,0,0,1,1,2,1,2,3,0,0,2,0,65,3,5,4,3
18,62,2,1,1,8,87,2,1,4,1,2,1,2,4,0,0,2,0,64,4,1,3,2
18,83,0,2,0,5,80,0,1,1,0,0,1,2,2,0,0,2,1,70,5,4,4,2
14,69,1,2,0,5,91,2,1,0,0,2,1,2,3,0,0,1,1,63,5,3,2,2
30,66,2,0,0,6,53,1,0,2,1,2,1,2,2,0,1,2,1,65,5,1,3,1
18,86,1,2,1,9,62,2,1,4,2,2,1,0,2,1,2,2,0,67,3,1,3,5
27,87,2,2,1,7,78,1,1,3,1,2,0,0,5,0,1,2,0,71,4,2,2,1
29,90,0,2,1,7,94,2,1,1,1,1,0,1,4,0,1,2,0,73,2,2,5,2
26,80,2,2,0,4,91,1,1,1,1,2,0,1,3,0,1,0,1,67,2,2,5,3
17,96,0,2,1,7,84,2,1,2,1,0,0,2,3,0,0,2,0,72,3,3,5,2
22,97,2,2,0,7,79,0,1,2,2,0,1,2,0,0,1,0,1,71,5,4,4,3
20,92,2,0,1,4,82,0,1,0,2,2,1,1,4,0,2,2,1,72,1,4,2,5
15,85,0,0,1,7,61,2,1,1,2,0,1,0,3,0,1,2,1,68,3,4,3,4
22,72,1,1,1,5,80,2,1,2,1,0,1,1,3,0,0,2,0,65,3,3,3,3
13,99,0,2,0,6,75,1,1,1,2,2,1,2,4,1,0,0,0,68,4,3,3,1
27,71,2,1,0,8,69,2,1,1,0,2,1,2,4,0,0,2,1,67,2,2,4,2
17,68,2,2,0,7,94,0,1,1,0,2,0,1,4,0,0,1,0,66,3,1,4,2
21,78,2,1,1,6,91,2,1,0,2,1,0,1,1,1,1,2,1,64,3,5,5,2
22,62,0,2,0,6,54,2,1,3,1,2,0,1,3,0,2,2,1,65,5,5,4,3
18,99,2,2,0,6,99,2,1,0,1,2,1,1,3,0,1,1,1,69,5,1,5,5
24,84,2,2,1,7,61,2,1,2,2,2,1,2,2,0,1,0,1,68,1,2,5,3
17,82,0,0,0,5,61,2,1,3,2,2,1,1,4,0,2,2,1,69,4,1,3,1
25,86,2,2,1,9,97,1,1,1,0,2,0,1,3,0,1,1,1,70,1,1,4,2
12,80,0,2,0,5,72,2,1,1,0,2,0,2,4,1,1,2,0,65,5,5,5,3
21,61,2,2,0,4,90,1,1,2,2,1,1,1,3,0,1,2,1,63,2,2,2,2
32,84,1,2,1,8,64,2,1,1,1,0,0,2,3,0,0,2,0,71,5,3,2,1
14,89,2,0,1,6,94,1,1,0,1,2,0,1,2,0,2,2,1,68,4,5,4,4
16,77,2,2,1,7,92,0,1,5,1,0,1,2,3,0,2,2,0,70,5,3,3,4
23,90,2,0,1,8,76,0,1,2,2,1,1,2,3,0,1,2,0,72,4,2,3,4
21,69,2,2,1,6,85,2,1,3,1,1,1,1,1,0,0,0,0,64,4,1,5,2
22,69,1,2,0,7,98,1,1,0,1,2,1,2,2,0,2,1,1,64,4,4,4,3
23,66,2,1,1,8,73,0,1,2,0,2,1,2,2,0,0,2,0,66,4,4,2,2
24,75,2,0,1,9,75,0,1,0,2,0,1,2,3,0,0,0,1,69,4,2,5,5
27,94,2,1,0,6,86,2,1,2,2,2,0,1,2,0,1,2,0,71,2,4,5,3
22,93,2,0,1,6,69,0,1,0,0,1,1,0,3,1,1,2,1,69,1,3,1,1
19,75,0,2,0,8,98,1,1,1,1,2,1,1,3,0,2,1,1,67,3,4,4,4
24,84,1,2,1,7,52,2,1,0,1,0,1,1,3,0,1,2,1,66,1,2,5,3
31,89,2,2,0,7,70,2,1,2,1,0,1,2,2,0,1,1,0,71,4,2,2,3
19,70,2,1,1,9,86,1,1,2,0,2,1,1,2,1,1,2,1,63,2,3,1,4
14,67,2,1,0,4,71,2,1,0,0,2,1,1,4,0,0,2,0,62,5,4,2,1
27,99,2,0,0,5,63,2,1,0,2,0,1,1,4,0,1,2,0,73,2,4,3,2
19,85,0,2,0,4,71,1,1,1,2,0,1,0,3,0,1,0,0,66,4,1,1,2
7,99,0,2,1,9,94,2,1,3,0,0,1,2,2,0,2,1,1,72,2,5,1,3
25,74,0,1,1,8,77,1,1,1,1,2,1,1,2,0,2,1,0,67,2,2,5,4
17,88,1,1,0,5,67,2,0,0,2,0,1,1,3,0,2,2,1,65,4,1,3,5
19,69,2,2,1,7,84,2,1,2,2,2,1,1,4,0,1,2,1,66,2,2,5,1
22,70,0,2,1,7,81,1,1,3,2,2,1,1,2,0,2,1,0,68,3,1,4,2
21,80,2,0,1,4,78,2,1,1,2,0,0,1,4,0,1,2,0,69,3,5,2,1
24,73,0,2,1,7,70,2,1,0,0,2,1,0,3,0,2,2,0,68,2,1,2,1
17,67,2,0,1,5,54,2,1,0,1,2,1,0,2,0,1,1,1,61,5,2,5,1
23,71,0,1,1,8,81,2,1,3,2,0,0,2,2,0,1,2,1,68,4,4,2,4
18,61,0,1,1,5,71,1,1,3,0,0,0,1,3,0,0,2,1,64,3,2,2,4
24,88,2,1,1,7,71,1,0,1,1,0,1,1,3,0,0,1,1,67,5,3,4,4
24,80,1,0,1,9,62,0,1,3,0,1,1,1,3,0,1,1,1,68,2,3,3,3
14,64,2,0,0,8,62,1,1,1,2,0,1,2,4,1,1,1,1,61,5,3,1,4
27,67,0,1,0,8,89,1,1,1,1,1,1,2,3,0,2,2,0,66,1,3,5,3
17,64,0,1,1,7,74,1,1,2,2,1,1,2,2,0,2,2,0,64,3,5,5,2
25,85,1,2,0,5,55,1,1,3,0,2,1,0,3,0,1,1,0,67,2,4,4,2
22,64,2,0,0,6,52,1,1,2,0,2,0,0,4,0,0,1,0,64,4,4,4,2
31,90,0,0,0,7,61,1,1,0,1,2,1,2,3,0,1,2,1,72,2,2,1,2
19,61,2,2,0,7,74,1,1,2,0,2,1,0,3,0,2,0,1,62,4,1,3,2
18,70,0,2,1,5,81,1,1,2,1,2,0,0,2,0,1,0,0,63,2,2,5,4
20,96,0,0,0,8,57,1,1,1,1,2,0,1,4,0,1,2,1,70,5,2,4,5
18,89,0,2,0,5,72,1,1,3,2,2,1,2,3,0,0,1,1,69,5,2,5,4
25,63,1,2,1,9,54,2,1,3,2,1,1,2,2,0,1,2,1,64,5,2,2,5
10,93,1,2,0,7,52,2,1,2,2,2,1,2,3,0,2,2,1,66,1,4,5,4
14,80,1,2,1,8,93,2,1,3,1,0,0,2,4,0,1,2,0,67,4,1,3,2
14,94,0,0,1,8,83,2,1,4,2,1,1,0,5,1,2,2,0,71,5,2,3,1
26,84,2,0,1,10,89,2,1,0,1,0,0,2,1,0,1,0,0,70,1,4,5,5
30,87,1,2,0,7,59,2,1,2,2,2,1,1,3,0,1,1,1,69,4,2,2,1
19,100,2,1,0,6,66,0,1,0,1,2,1,1,3,0,1,1,1,68,2,3,3,2
19,69,2,0,1,6,72,2,0,1,1,2,1,1,1,0,0,2,0,64,1,2,4,5
20,85,0,2,1,9,83,1,1,3,2,2,1,2,3,1,0,2,1,70,3,2,5,1
27,78,0,1,1,5,77,2,1,0,2,1,0,1,3,0,2,2,1,69,1,5,2,4
14,62,2,2,1,6,78,2,1,0,0,2,1,2,2,0,0,2,0,63,1,3,4,2
21,61,1,2,0,7,58,2,1,1,2,1,1,0,3,0,1,2,0,60,4,1,5,4
26,65,0,1,0,7,74,2,1,2,1,2,1,0,4,0,1,2,0,65,2,2,2,4
23,86,2,2,0,8,91,2,1,0,1,2,1,0,0,0,1,2,1,67,3,1,4,2
21,83,2,1,0,5,75,1,1,1,2,2,1,0,4,0,0,2,1,66,5,3,3,5
26,82,1,0,0,7,60,2,0,3,1,2,1,1,3,0,2,2,0,68,5,2,5,3
4,61,1,0,1,7,71,0,1,0,1,1,1,2,1,0,2,2,1,58,1,5,5,3
24,79,1,0,1,5,88,2,1,0,2,2,1,1,3,0,1,1,0,67,4,4,3,2
16,97,2,2,1,8,57,1,1,0,2,2,1,2,4,1,1,2,1,68,4,5,1,3
9,76,2,2,1,7,79,2,1,1,1,2,1,1,3,0,1,2,0,62,5,5,4,1
23,85,1,0,0,7,98,0,0,2,1,2,1,0,3,0,2,1,0,69,3,4,3,5
28,91,2,0,1,6,69,0,1,1,2,0,0,1,4,0,1,0,1,73,2,4,5,4
19,91,0,1,0,6,52,2,1,2,1,2,1,0,4,1,1,1,1,66,3,4,4,4
26,81,1,2,1,5,82,2,1,0,2,2,1,0,5,1,2,2,0,67,2,2,4,2
30,94,2,2,0,8,52,2,1,1,2,1,1,1,4,0,1,2,0,71,5,1,1,4
28,76,2,2,1,9,60,2,1,1,1,2,1,1,2,0,1,0,1,66,2,1,5,1
30,96,0,2,1,10,52,2,1,0,0,0,1,2,4,0,0,1,0,74,4,4,2,1
24,70,2,0,0,8,59,1,1,2,1,0,1,2,5,0,1,2,1,67,1,5,1,2
20,71,0,2,0,6,93,0,1,2,2,0,1,0,2,0,2,2,1,68,1,3,1,4
10,62,2,2,0,6,87,0,1,2,1,0,1,1,3,0,1,2,1,61,5,4,2,3
19,92,2,0,0,8,67,2,1,2,2,2,0,0,2,0,1,2,0,69,4,5,2,3
15,77,1,2,1,7,95,1,1,4,1,2,1,2,4,0,1,1,1,65,3,5,1,5
33,69,2,0,1,7,83,2,1,2,2,1,1,1,2,0,2,2,1,71,4,2,4,2
19,69,2,1,0,7,72,2,1,1,1,1,1,2,2,0,1,0,0,61,1,2,3,5
21,96,2,0,1,9,53,2,1,0,1,0,1,1,3,0,0,2,1,70,1,1,3,3
23,93,2,1,0,6,87,2,1,2,2,2,0,1,3,0,1,1,1,70,4,1,1,3
