project_id,team_id,total_commits,weekly_commits,inactive_days,overdue_tasks,bug_count,high_priority_bugs,task_completion_rate,code_quality_score,collaboration_score,overall_ci_score,progress_percentage,delay_count,risk_status
MR0517,T065,193,24,7,4,6,2,63,74,58,50,52,3,Medium Risk
P0519,T033,56,56,14,15,37,9,47,86,36,62,54,4,High Risk
P1507,T018,291,23,21,13,18,9,75,65,26,29,78,10,High Risk
P0768,T030,407,30,1,13,37,7,92,56,99,28,16,6,High Risk
LR0637,T083,497,43,0,0,0,1,97,97,87,92,82,0,Low Risk
LR0744,T036,297,30,2,0,1,1,99,95,87,92,85,1,Low Risk
P0422,T099,112,22,9,15,6,6,59,64,49,23,37,4,High Risk
P0124,T018,12,32,25,10,21,8,46,51,80,35,96,6,High Risk
LR0742,T075,496,24,1,1,3,0,86,84,81,98,85,0,Low Risk
MR0755,T017,102,15,4,3,17,4,66,68,52,68,84,2,Medium Risk
P1809,T085,409,53,11,2,11,8,77,75,36,94,52,2,Medium Risk
P0820,T059,409,57,13,15,31,7,93,54,44,45,26,8,High Risk
P1404,T084,312,6,11,5,27,4,51,85,78,60,61,6,High Risk
P1383,T060,217,13,19,7,25,7,63,52,94,40,19,2,High Risk
P0101,T071,260,49,10,13,14,8,95,79,44,74,47,8,High Risk
MR0514,T064,211,19,9,3,14,3,59,79,61,77,60,1,Medium Risk
P1284,T024,97,57,25,11,22,6,85,71,81,96,19,2,High Risk
MR0690,T023,171,21,4,5,12,4,58,63,69,55,55,4,Medium Risk
MR0037,T071,178,10,9,4,6,2,60,66,76,51,67,1,Medium Risk
MR0491,T037,112,22,4,3,5,3,78,69,70,72,66,4,Medium Risk
P1104,T071,146,38,13,7,31,9,60,59,77,84,54,10,High Risk
LR0921,T020,493,29,0,1,1,0,89,81,80,92,92,0,Low Risk
MR0170,T027,90,14,10,4,13,3,56,57,56,57,64,2,Medium Risk
MR0187,T018,142,16,8,5,9,3,62,61,65,67,62,4,Medium Risk
LR0861,T094,327,41,3,0,5,1,97,93,97,80,84,0,Low Risk
P1353,T060,10,57,25,1,29,3,40,77,92,71,97,10,High Risk
P1565,T002,419,39,9,5,18,0,68,33,100,67,60,3,Low Risk
MR0307,T038,124,25,6,2,5,3,62,61,71,69,56,3,Medium Risk
MR0077,T003,113,11,4,3,13,1,68,69,60,62,73,1,Medium Risk
P0983,T097,499,13,2,15,34,7,40,84,77,96,77,9,High Risk
P0457,T036,360,27,7,6,36,9,60,79,48,73,46,3,High Risk
MR0612,T045,104,24,9,5,8,4,80,75,70,71,66,2,Medium Risk
LR0950,T017,394,39,1,0,8,0,95,99,86,94,100,1,Low Risk
LR0821,T003,314,45,3,0,4,0,98,88,85,98,82,1,Low Risk
P0382,T034,426,36,22,5,31,1,88,43,51,27,51,3,High Risk
MR0724,T037,151,25,9,4,11,3,72,56,79,66,62,1,Medium Risk
P1883,T084,471,39,17,13,28,1,82,62,61,21,35,4,High Risk
MR0340,T029,183,8,8,4,16,2,80,68,57,59,54,4,Medium Risk
P1011,T063,497,49,13,15,7,2,83,39,61,41,40,10,High Risk
P1593,T061,358,41,14,15,24,2,87,61,51,30,27,10,High Risk
MR0990,T028,80,19,8,4,20,1,62,57,67,54,59,2,Medium Risk
P0663,T068,272,43,12,15,21,9,48,73,53,39,91,4,High Risk
LR0629,T030,433,59,0,0,3,1,87,99,80,93,98,0,Low Risk
MR0652,T064,93,8,4,4,8,4,61,58,69,56,79,3,Medium Risk
MR0620,T091,230,11,6,3,9,4,74,65,70,69,84,3,Medium Risk
P1790,T092,166,30,10,6,4,3,85,39,90,96,73,4,Medium Risk
LR0988,T067,329,48,3,0,1,0,85,89,85,83,88,0,Low Risk
MR0122,T088,142,25,9,2,17,2,58,68,54,80,59,4,Medium Risk
MR0028,T020,248,11,4,4,20,3,60,73,69,69,60,2,Medium Risk
MR0576,T015,174,15,10,5,20,3,75,71,59,55,67,1,Medium Risk
P0846,T067,457,60,24,3,39,7,79,33,98,56,61,8,High Risk
P0543,T060,309,30,9,1,30,8,84,50,89,92,99,2,Medium Risk
P0092,T056,206,45,16,1,36,2,28,56,21,28,72,1,Medium Risk
MR0547,T067,168,12,5,5,20,1,55,79,78,54,68,3,Medium Risk
MR0123,T026,202,16,5,4,14,2,68,60,73,69,51,2,Medium Risk
P1197,T096,233,33,22,14,9,5,80,99,65,45,58,10,High Risk
P1103,T095,388,8,0,10,27,2,83,45,27,71,99,0,Low Risk
LR0671,T030,308,57,3,0,8,1,85,84,96,90,81,1,Low Risk
P1792,T075,91,33,3,12,35,2,96,36,69,67,69,9,High Risk
LR0250,T017,208,22,3,0,2,1,92,90,100,81,99,1,Low Risk
P1827,T058,350,40,0,12,23,5,48,41,80,83,46,1,Medium Risk
LR0150,T021,297,40,0,1,6,1,100,99,85,84,85,0,Low Risk
MR0578,T025,117,12,8,5,17,1,65,57,61,56,77,4,Medium Risk
P1776,T094,460,46,0,13,6,8,55,85,27,100,29,2,High Risk
P1049,T092,273,48,22,8,20,3,32,30,27,75,15,10,High Risk
LR0822,T072,225,50,0,0,1,1,93,98,97,87,86,0,Low Risk
P1832,T050,347,60,13,0,4,9,94,41,95,97,12,1,Medium Risk
P0899,T013,204,46,19,7,24,2,81,48,50,85,37,6,High Risk
P1460,T056,213,56,17,5,29,2,82,75,76,50,39,1,Medium Risk
P1612,T056,80,54,8,11,5,0,78,88,99,68,84,3,Medium Risk
P0238,T041,33,34,18,3,15,3,45,73,48,87,24,2,Medium Risk
P1502,T074,219,20,10,10,40,5,46,77,28,98,67,7,High Risk
LR0341,T011,406,37,3,1,7,1,89,87,97,92,96,1,Low Risk
P1134,T062,33,46,5,12,7,9,95,31,35,60,58,9,High Risk
LR0882,T001,213,50,1,1,4,0,96,100,80,80,87,0,Low Risk
LR0719,T035,491,49,1,0,8,0,90,92,88,83,84,0,Low Risk
P0164,T045,454,2,15,1,29,1,44,46,100,96,40,10,High Risk
LR0289,T030,281,20,1,1,2,1,87,97,81,82,99,0,Low Risk
P1836,T003,106,48,3,10,16,5,87,42,61,85,69,3,Medium Risk
P0253,T036,137,47,13,6,25,6,90,72,77,84,100,4,High Risk
LR0290,T060,463,59,3,1,7,1,100,86,92,100,80,0,Low Risk
MR0384,T095,96,13,7,3,12,2,77,72,70,72,78,1,Medium Risk
LR0806,T009,499,31,1,0,6,0,93,93,83,98,90,0,Low Risk
P1539,T017,108,56,1,10,33,3,69,69,31,63,32,3,Medium Risk
P0931,T054,307,55,1,7,15,1,25,34,83,63,88,1,Low Risk
LR0026,T079,219,37,1,0,6,1,97,98,92,80,94,0,Low Risk
P1698,T100,49,42,10,15,38,7,25,85,85,69,48,7,High Risk
MR0908,T006,114,19,4,5,14,3,58,70,61,71,50,2,Medium Risk
LR0979,T043,412,52,2,0,4,0,87,94,82,98,90,1,Low Risk
MR0393,T022,125,12,10,2,15,2,79,67,66,62,57,3,Medium Risk
LR0403,T015,468,58,1,0,2,0,90,86,95,85,88,1,Low Risk
LR0227,T079,369,20,1,0,8,0,90,99,99,100,95,0,Low Risk
LR0226,T040,306,38,3,0,7,1,95,90,96,82,94,1,Low Risk
P1091,T089,67,39,9,13,21,7,95,90,31,33,20,9,High Risk
MR0179,T057,184,24,5,4,5,1,60,66,68,70,71,2,Medium Risk
MR0827,T002,127,17,9,5,13,4,75,67,74,53,64,2,Medium Risk
P1938,T005,201,57,3,9,10,9,55,82,34,30,14,9,High Risk
P1182,T038,300,20,16,3,20,0,84,64,68,48,58,9,High Risk
P1453,T069,173,33,4,2,19,0,74,77,67,22,56,9,Medium Risk
P0594,T012,375,48,2,2,23,10,38,80,52,99,38,8,High Risk
P0678,T077,393,54,4,11,2,7,29,72,25,93,40,6,High Risk
P0042,T035,97,16,23,3,21,9,78,40,51,87,78,9,High Risk
P1834,T036,346,26,4,4,33,8,100,60,54,70,45,9,High Risk
LR0390,T023,270,23,2,0,6,0,100,80,81,96,83,1,Low Risk
LR0155,T011,336,23,1,0,1,1,92,83,97,83,87,0,Low Risk
P1942,T060,232,45,9,1,7,2,50,36,94,75,23,1,Low Risk
P0244,T028,477,57,18,2,33,4,54,70,59,43,33,9,High Risk
P1125,T036,209,14,17,0,34,3,32,31,46,33,26,0,Medium Risk
P1340,T018,123,1,3,1,29,8,74,73,99,53,85,6,Medium Risk
P1867,T015,145,59,3,2,26,7,32,84,94,75,61,2,Medium Risk
MR0215,T047,245,19,7,2,6,3,66,61,57,72,55,2,Medium Risk
MR0168,T025,238,25,9,5,13,4,74,62,55,69,68,3,Medium Risk
P1443,T079,273,20,5,10,8,6,69,53,58,25,92,8,High Risk
P0262,T008,67,27,17,14,31,2,34,83,28,24,86,8,High Risk
MR0722,T051,238,24,9,3,8,3,72,76,56,63,66,4,Medium Risk
MR0255,T064,130,11,5,2,15,1,59,62,67,72,68,4,Medium Risk
LR0243,T018,378,28,1,0,8,1,85,82,81,88,98,1,Low Risk
LR0689,T004,205,28,0,0,8,0,97,84,90,98,91,0,Low Risk
LR0655,T073,251,56,1,1,6,1,97,92,87,94,100,1,Low Risk
P0835,T068,252,16,25,14,25,8,96,90,94,74,63,1,High Risk
MR0566,T020,229,15,6,5,11,2,69,75,76,52,83,1,Medium Risk
MR0666,T013,109,11,4,4,19,3,79,67,68,74,53,1,Medium Risk
MR0001,T002,92,23,10,2,16,3,59,57,66,78,55,1,Medium Risk
LR0803,T032,360,30,0,0,1,1,98,97,81,99,83,0,Low Risk
P0341,T087,103,27,18,13,19,4,33,57,38,45,99,3,High Risk
P1873,T078,451,28,3,12,3,4,67,99,23,20,65,8,High Risk
P0749,T095,57,52,13,5,28,4,31,67,40,56,43,0,Medium Risk
P1892,T069,118,1,11,7,3,0,88,64,55,71,75,2,Medium Risk
P0481,T025,205,55,25,8,32,7,49,57,99,55,14,6,High Risk
P1865,T007,84,45,11,10,32,3,48,46,73,56,32,10,High Risk
LR0219,T059,310,32,0,1,4,1,96,81,87,86,87,0,Low Risk
LR0616,T022,327,28,0,1,3,1,85,98,92,94,92,0,Low Risk
LR0269,T040,414,24,1,1,1,0,100,81,100,99,81,0,Low Risk
P0784,T057,292,11,21,10,21,9,79,72,42,100,36,5,High Risk
MR0425,T029,98,13,10,2,13,2,57,61,55,71,58,2,Medium Risk
MR0301,T001,194,20,7,4,6,4,65,74,50,75,69,4,Medium Risk
LR0607,T020,238,51,0,0,7,1,97,93,90,88,99,1,Low Risk
MR0196,T078,95,18,10,3,18,3,80,65,59,69,79,1,Medium Risk
MR0637,T040,131,18,10,3,15,2,59,71,72,79,81,1,Medium Risk
LR0494,T093,235,31,0,0,1,0,88,99,98,85,86,1,Low Risk
P1726,T057,388,1,22,2,8,9,71,63,51,76,18,2,High Risk
P1845,T044,300,51,23,15,12,8,73,64,96,23,98,3,High Risk
LR0621,T094,254,34,3,0,8,0,100,99,91,100,81,1,Low Risk
LR0811,T077,210,28,1,0,6,1,89,98,80,95,87,1,Low Risk
P1785,T044,67,58,25,11,3,9,100,63,33,79,63,3,High Risk
P1272,T075,156,43,13,0,31,3,48,90,43,23,41,6,Medium Risk
MR0229,T006,117,22,7,4,16,4,76,75,62,65,77,2,Medium Risk
LR0003,T021,353,20,3,0,7,1,93,91,89,86,97,1,Low Risk
P1128,T016,183,27,3,6,20,2,89,85,33,90,93,7,Medium Risk
P0627,T002,318,45,20,15,20,1,96,87,48,97,88,1,High Risk
P0348,T076,208,26,5,11,23,4,65,57,38,84,92,2,Medium Risk
MR0503,T062,194,9,5,3,5,2,63,66,52,76,60,4,Medium Risk
LR0542,T003,473,22,3,0,1,0,99,97,80,93,94,0,Low Risk
P1566,T099,63,45,9,9,29,1,51,42,58,73,71,3,Medium Risk
LR0099,T002,497,30,2,0,6,0,86,89,85,92,90,0,Low Risk
P0980,T082,281,10,9,6,24,7,50,91,76,92,47,10,High Risk
P1424,T088,40,2,6,9,0,8,81,57,26,78,53,1,High Risk
MR0438,T052,237,18,8,5,14,1,58,63,62,53,66,4,Medium Risk
MR0366,T052,226,25,5,2,11,1,57,65,50,65,52,3,Medium Risk
P0912,T003,56,32,1,2,32,2,61,52,51,47,43,7,Medium Risk
LR0496,T047,455,56,2,0,2,1,99,89,81,92,83,0,Low Risk
P0633,T095,464,54,0,12,28,7,65,78,43,35,35,5,High Risk
P1750,T094,93,3,24,5,31,1,48,50,34,31,49,6,High Risk
P0446,T095,91,56,7,11,14,2,40,42,51,50,32,9,High Risk
P0618,T043,388,44,16,10,29,3,24,85,24,42,29,3,High Risk
LR0104,T094,493,38,0,0,0,1,85,92,90,88,82,0,Low Risk
P1897,T055,16,50,18,14,17,10,49,61,97,55,10,7,High Risk
LR0171,T034,251,20,1,1,7,1,100,97,92,88,100,0,Low Risk
LR0595,T055,213,20,0,0,4,0,97,100,89,96,89,0,Low Risk
LR0844,T095,442,26,0,0,7,0,94,91,84,91,80,1,Low Risk
LR0432,T078,205,58,1,0,0,0,93,87,99,86,86,1,Low Risk
MR0390,T032,86,20,8,4,6,3,62,63,56,60,51,2,Medium Risk
MR0375,T005,100,8,4,4,6,3,61,69,68,62,69,1,Medium Risk
P1466,T043,447,59,24,1,16,7,68,38,91,25,99,5,High Risk
P1673,T043,291,10,18,12,0,4,99,59,64,44,59,8,High Risk
LR0114,T013,281,36,1,0,5,0,89,85,86,89,92,1,Low Risk
P0116,T065,409,46,21,13,31,2,47,99,92,89,93,7,High Risk
P1495,T059,439,14,3,2,23,2,92,66,89,84,39,1,Low Risk
P0354,T053,432,19,8,11,13,10,22,76,79,52,14,5,High Risk
P1233,T007,277,41,16,1,38,5,95,88,66,24,14,9,High Risk
P0614,T034,127,37,9,9,35,10,52,74,52,71,47,7,High Risk
MR0507,T047,144,20,4,2,10,2,60,64,63,72,77,1,Medium Risk
MR0791,T008,100,13,6,4,18,2,60,60,52,54,67,3,Medium Risk
LR0345,T023,427,24,3,0,8,0,89,95,89,85,93,0,Low Risk
MR0715,T003,131,12,10,2,5,1,73,66,75,65,61,2,Medium Risk
LR0638,T099,341,60,0,1,3,0,96,96,96,88,94,0,Low Risk
MR0759,T086,154,14,9,4,16,2,67,70,52,55,83,2,Medium Risk
P0058,T054,147,32,9,7,32,3,87,55,69,78,78,1,Medium Risk
MR0098,T002,179,21,8,4,6,1,73,79,79,63,60,1,Medium Risk
MR0991,T008,123,20,10,4,10,3,60,79,77,55,79,1,Medium Risk
LR0906,T098,421,38,1,1,3,0,96,85,91,97,99,0,Low Risk
MR0912,T083,221,10,6,2,11,2,55,70,54,77,62,4,Medium Risk
P1254,T034,333,31,21,10,27,0,48,62,71,42,18,10,High Risk
MR0330,T062,83,12,5,2,8,2,77,65,67,69,59,1,Medium Risk
LR0504,T017,377,24,3,1,1,0,86,90,100,93,97,0,Low Risk
LR0334,T068,366,42,2,1,2,1,87,97,89,100,94,1,Low Risk
MR0528,T040,173,8,4,4,7,4,60,73,64,58,60,1,Medium Risk
MR0813,T056,174,20,6,5,19,1,58,75,73,50,71,3,Medium Risk
P1903,T001,463,42,7,6,1,2,78,45,39,35,48,8,High Risk
LR0260,T029,251,24,3,0,3,0,100,90,87,86,87,1,Low Risk
P1899,T098,236,23,22,4,0,8,67,96,28,75,26,1,High Risk
P0561,T033,294,6,6,4,27,7,38,72,100,45,30,8,High Risk
P0708,T091,357,11,9,9,32,0,33,84,46,68,23,3,Medium Risk
P1648,T077,139,46,7,9,27,2,55,34,75,31,57,0,Medium Risk
P0425,T001,311,31,9,9,0,0,70,63,68,37,18,8,High Risk
P1094,T096,393,40,23,15,38,10,92,59,61,22,47,6,High Risk
P1377,T027,305,26,7,6,30,0,36,54,49,74,53,9,High Risk
P0648,T086,369,60,8,7,31,0,70,87,30,28,19,4,Medium Risk
P0073,T056,224,13,9,7,28,8,58,56,53,73,17,6,High Risk
LR0523,T040,371,52,0,1,1,1,94,92,100,85,95,0,Low Risk
P1887,T049,273,21,18,3,29,7,68,57,38,74,91,2,High Risk
P1727,T018,449,13,5,15,16,6,91,43,47,72,23,4,High Risk
P1006,T082,90,60,4,8,34,1,24,55,66,23,32,5,High Risk
P0621,T077,46,23,19,14,16,5,23,30,22,48,80,7,High Risk
MR0320,T088,240,9,6,4,15,4,64,60,70,64,84,2,Medium Risk
P0288,T069,337,38,10,4,24,4,46,92,76,78,76,3,Medium Risk
P0554,T056,479,26,24,9,6,2,32,92,90,72,63,6,High Risk
LR0382,T010,336,36,0,0,2,0,90,93,85,95,81,1,Low Risk
P1895,T088,257,33,8,2,38,0,48,32,84,23,67,5,Medium Risk
LR0145,T080,206,60,0,0,0,1,92,92,83,91,85,0,Low Risk
P1555,T079,156,17,2,8,31,5,55,35,57,96,25,5,Medium Risk
MR0546,T066,221,12,6,3,11,1,80,75,52,59,83,3,Medium Risk
LR0258,T078,318,25,3,1,7,0,91,94,96,92,89,1,Low Risk
LR0548,T100,259,47,0,1,0,0,100,93,93,87,95,1,Low Risk
P0999,T072,194,45,24,12,11,4,76,93,38,76,22,1,High Risk
MR0178,T054,232,25,8,3,13,1,74,76,54,80,65,2,Medium Risk
P1690,T054,406,36,24,13,27,1,94,100,34,24,77,8,High Risk
MR0274,T046,248,21,4,3,14,3,75,66,66,65,56,3,Medium Risk
P1398,T032,489,33,3,0,27,8,65,81,99,41,45,7,Medium Risk
P1578,T064,150,56,11,12,21,9,40,80,94,39,80,4,High Risk
P1621,T037,498,54,11,1,15,10,83,94,90,34,59,1,Medium Risk
MR0654,T063,237,12,9,5,7,3,79,58,79,62,50,4,Medium Risk
MR0726,T008,217,23,8,3,20,2,72,74,75,51,78,4,Medium Risk
MR0978,T082,100,11,4,2,7,1,65,75,65,75,64,2,Medium Risk
LR0322,T094,347,28,2,1,1,1,93,81,86,93,86,1,Low Risk
MR0590,T053,165,11,8,5,14,4,74,80,67,64,59,2,Medium Risk
P0441,T091,140,28,1,3,7,7,49,44,86,31,10,0,Medium Risk
P0509,T024,212,5,23,8,39,0,70,69,68,60,19,3,High Risk
P1101,T012,232,43,16,15,34,0,41,51,45,54,40,10,High Risk
P0590,T078,301,28,3,11,12,2,39,75,44,65,48,10,High Risk
P1961,T053,215,22,20,11,38,3,41,65,30,100,11,4,High Risk
P0650,T029,365,25,16,10,24,10,68,79,22,26,11,8,High Risk
P1547,T022,177,22,19,12,7,3,42,61,34,81,61,9,High Risk
MR0640,T064,193,10,10,2,20,4,79,57,76,53,66,3,Medium Risk
MR0920,T009,172,15,6,5,8,3,63,57,58,55,52,2,Medium Risk
LR0324,T032,220,26,1,1,6,1,90,93,92,97,86,1,Low Risk
MR0856,T077,233,24,9,3,12,1,65,73,75,77,70,1,Medium Risk
LR0535,T099,437,51,0,0,1,1,98,80,85,97,81,0,Low Risk
P1456,T086,401,60,20,1,21,8,40,41,34,70,64,5,High Risk
LR0246,T034,394,52,1,1,7,1,93,100,82,99,83,0,Low Risk
P0661,T073,264,27,15,8,13,8,40,59,80,38,43,10,High Risk
P0631,T022,203,22,13,4,29,4,73,34,35,53,52,3,Medium Risk
P0673,T088,275,5,13,3,24,4,76,91,44,92,43,9,High Risk
P1250,T068,44,60,13,14,19,2,42,87,30,72,75,5,High Risk
P1739,T065,353,59,7,12,27,5,67,78,71,95,59,10,High Risk
P0483,T057,295,26,11,3,27,1,28,60,26,86,37,6,Medium Risk
P1585,T046,175,51,7,2,2,1,78,37,87,45,16,4,Low Risk
P1980,T092,11,6,20,14,16,10,38,100,26,79,75,8,High Risk
MR0409,T058,134,19,4,3,14,1,63,59,51,69,85,2,Medium Risk
P1939,T097,436,43,15,9,34,4,21,99,47,46,76,10,High Risk
P1463,T072,401,55,0,1,37,10,94,47,68,55,57,6,Medium Risk
LR0765,T080,245,57,0,0,6,0,95,82,98,94,81,1,Low Risk
LR0571,T069,426,33,0,1,5,0,96,91,93,89,100,1,Low Risk
LR0380,T052,473,24,0,1,1,0,98,81,86,91,97,0,Low Risk
P0857,T015,435,43,15,7,40,8,65,89,49,29,58,7,High Risk
P1226,T025,140,23,20,5,25,2,32,64,34,31,65,7,High Risk
P1191,T042,450,54,9,13,16,8,37,64,39,22,52,6,High Risk
LR0766,T029,289,31,0,0,0,0,94,98,83,83,88,0,Low Risk
MR0282,T053,160,15,4,2,14,1,60,60,54,54,73,3,Medium Risk
P0531,T067,48,19,24,14,18,1,57,37,73,97,79,0,High Risk
LR0658,T021,293,42,3,0,7,1,89,91,93,87,93,1,Low Risk
P0050,T025,383,18,4,3,32,2,64,97,60,92,74,4,Low Risk
MR0695,T027,229,11,9,4,9,1,59,72,58,79,70,2,Medium Risk
MR0683,T086,196,10,7,3,13,2,64,55,64,50,81,2,Medium Risk
P0859,T051,192,57,24,6,20,1,58,42,83,68,37,2,High Risk
LR0923,T043,483,56,3,1,6,1,95,97,82,83,91,0,Low Risk
P1073,T019,455,60,14,14,28,5,51,88,75,48,44,6,High Risk
P0720,T051,15,25,20,15,22,0,68,51,98,73,76,9,High Risk
P0152,T023,77,31,1,13,27,1,37,98,98,63,34,2,Medium Risk
LR0167,T040,428,56,3,1,0,0,98,99,86,97,84,1,Low Risk
LR0981,T017,491,26,2,0,0,0,89,93,100,92,90,1,Low Risk
P1661,T013,166,30,3,6,7,4,55,31,42,55,45,7,High Risk
P1657,T073,287,59,17,14,23,10,55,96,34,43,14,7,High Risk
LR0178,T034,474,23,2,0,2,1,93,86,89,87,94,0,Low Risk
LR0313,T048,328,31,1,0,1,1,90,85,96,82,83,0,Low Risk
MR0082,T085,168,24,8,3,17,3,73,58,52,64,84,2,Medium Risk
LR0173,T092,490,24,3,0,4,0,92,80,92,97,84,1,Low Risk
LR0956,T086,211,22,1,0,7,0,90,85,84,99,92,1,Low Risk
LR0858,T050,279,58,2,0,4,1,90,88,99,95,99,0,Low Risk
LR0944,T061,497,53,3,0,6,0,92,97,82,85,90,1,Low Risk
MR0600,T041,115,11,9,4,7,3,55,74,65,79,74,4,Medium Risk
LR0729,T009,269,53,2,1,8,0,99,90,88,94,81,1,Low Risk
LR0223,T073,302,45,3,1,5,0,85,82,92,98,83,1,Low Risk
P1768,T068,257,58,1,4,6,1,75,31,55,92,81,1,Low Risk
P1784,T021,376,53,2,9,38,9,60,73,38,29,69,3,High Risk
MR0012,T010,91,16,6,5,17,1,63,80,55,60,54,3,Medium Risk
P1386,T012,211,26,3,8,34,4,50,39,47,87,81,3,Medium Risk
LR0514,T074,428,57,3,1,3,1,98,89,86,100,89,1,Low Risk
P1400,T051,247,14,20,9,9,5,33,47,25,88,92,1,High Risk
P1196,T095,255,43,3,7,19,5,66,74,20,22,32,1,Medium Risk
MR0766,T084,217,8,10,3,11,4,55,60,52,66,58,1,Medium Risk
P1476,T033,123,29,22,13,6,10,74,51,96,60,58,10,High Risk
LR0487,T077,362,55,3,1,7,0,92,94,99,81,90,1,Low Risk
MR0496,T001,143,13,4,5,19,3,76,56,79,79,60,3,Medium Risk
LR0881,T061,305,20,1,0,3,1,86,82,88,98,98,0,Low Risk
P0298,T025,301,43,20,3,7,0,84,86,92,74,55,2,Medium Risk
LR0078,T058,365,25,3,1,0,1,93,92,97,84,85,1,Low Risk
P1265,T085,145,11,24,5,16,3,50,84,41,71,23,8,High Risk
MR0334,T084,155,10,5,5,20,1,79,76,53,59,74,2,Medium Risk
P0959,T095,457,47,16,15,5,7,88,77,43,64,95,1,High Risk
P1607,T065,223,9,20,10,7,6,94,92,69,56,38,8,High Risk
LR0708,T059,421,42,2,1,2,1,88,95,95,97,93,1,Low Risk
P0909,T093,165,34,13,10,8,9,49,49,57,47,87,9,High Risk
P1930,T040,281,34,13,7,5,9,65,85,53,70,93,2,High Risk
P1610,T007,193,31,9,14,23,6,52,72,64,53,27,6,High Risk
LR0928,T083,447,37,1,1,0,1,98,98,96,85,82,0,Low Risk
P1375,T086,436,16,14,2,27,7,81,94,97,81,73,6,High Risk
P1287,T057,202,36,23,1,39,8,44,82,53,96,80,0,High Risk
MR0987,T093,182,22,6,4,10,4,75,67,60,72,70,4,Medium Risk
P0350,T075,455,58,11,7,28,3,97,97,69,83,16,10,High Risk
P1369,T017,139,42,18,13,5,1,21,38,53,31,13,3,High Risk
LR0131,T006,410,44,2,1,1,1,85,88,92,93,82,0,Low Risk
P0644,T086,119,31,17,12,37,4,96,73,42,98,75,3,High Risk
LR0866,T039,388,29,2,1,7,0,90,85,95,85,100,0,Low Risk
LR0043,T086,306,54,2,1,1,1,87,89,88,99,85,0,Low Risk
P1682,T047,53,59,24,1,29,4,65,68,76,51,90,8,High Risk
P0670,T051,318,12,22,6,38,4,88,60,28,77,44,0,High Risk
MR0623,T099,115,20,5,3,6,4,64,70,55,55,50,1,Medium Risk
LR0128,T083,221,28,0,0,3,0,94,96,90,80,88,0,Low Risk
MR0261,T063,106,15,9,4,20,4,71,66,80,71,52,4,Medium Risk
LR0769,T085,224,29,3,1,6,0,86,82,85,83,96,1,Low Risk
P1819,T018,251,8,4,5,32,6,72,65,43,42,86,8,High Risk
P1180,T009,378,14,19,15,3,6,64,86,52,54,91,3,High Risk
MR0368,T088,123,9,10,3,6,1,59,78,61,59,73,3,Medium Risk
MR0955,T023,188,15,9,2,12,4,62,63,72,58,51,1,Medium Risk
LR0209,T034,424,29,2,1,3,1,95,99,84,99,80,1,Low Risk
P1851,T071,380,51,8,2,23,7,70,72,28,71,28,5,Medium Risk
P1588,T030,184,36,16,15,27,0,34,92,64,34,50,10,High Risk
MR0796,T053,114,9,7,4,10,3,60,62,64,71,59,3,Medium Risk
LR0255,T005,456,31,0,1,1,0,85,92,95,89,96,0,Low Risk
LR0373,T023,450,35,1,0,0,1,86,83,86,95,81,0,Low Risk
P1358,T053,203,59,18,8,32,10,95,51,79,60,99,10,High Risk
P0787,T024,217,41,20,4,30,0,34,44,45,59,99,0,Medium Risk
MR0587,T043,189,20,8,4,17,3,62,62,69,76,80,3,Medium Risk
P0141,T027,58,59,8,4,38,10,90,97,58,87,57,2,Medium Risk
P0789,T095,295,28,25,10,15,9,32,85,81,30,88,4,High Risk
P0324,T082,319,26,20,1,16,0,80,75,68,92,44,2,Low Risk
LR0690,T040,319,30,1,0,6,0,85,94,86,90,92,0,Low Risk
P0715,T020,457,28,12,14,13,0,65,49,77,76,51,7,High Risk
LR0196,T077,499,27,1,0,7,1,86,83,87,96,100,0,Low Risk
MR0310,T016,85,16,4,3,14,1,62,80,66,54,82,4,Medium Risk
MR0688,T098,247,12,8,4,15,3,60,80,79,71,82,3,Medium Risk
MR0180,T060,170,17,7,4,17,3,66,64,59,57,68,2,Medium Risk
MR0521,T062,93,21,7,4,9,2,80,60,70,76,58,3,Medium Risk
P1908,T023,121,8,25,5,36,10,33,100,28,69,67,7,High Risk
P0619,T032,354,9,3,2,33,2,78,86,21,39,59,6,Low Risk
P0407,T014,276,41,5,9,28,0,46,56,44,47,22,9,High Risk
LR0207,T051,278,55,0,0,5,1,92,84,83,89,81,1,Low Risk
LR0038,T092,433,53,0,0,4,1,92,93,100,100,94,1,Low Risk
MR0083,T079,238,11,7,5,18,3,72,76,51,76,80,3,Medium Risk
LR0853,T008,382,39,1,1,0,1,87,91,85,85,85,0,Low Risk
LR0418,T054,335,36,3,0,5,0,87,96,86,94,87,0,Low Risk
P0498,T026,286,9,10,1,5,4,91,83,69,53,90,10,High Risk
MR0915,T079,152,20,7,2,7,1,67,80,76,54,80,1,Medium Risk
P0343,T014,499,34,25,3,15,8,48,39,33,27,26,0,High Risk
LR0578,T017,293,24,0,1,0,1,90,80,86,100,99,1,Low Risk
MR0921,T089,92,11,9,2,20,4,70,73,66,63,61,4,Medium Risk
P0783,T015,111,3,1,2,33,5,98,69,67,71,72,3,Low Risk
MR0005,T023,188,16,4,2,7,2,68,64,75,63,57,4,Medium Risk
P1324,T077,127,29,7,3,8,1,31,52,44,95,100,7,Medium Risk
